# Pathway	A4.humann2_Abundance
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	5.8524272432
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Veillonella.s__Veillonella_parvula	5.7081591238
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Neisseria.s__Neisseria_macacae	3.9800995025
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Haemophilus.s__Haemophilus_influenzae	3.1211808918
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum	3.0030030030
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Haemophilus.s__Haemophilus_haemolyticus	2.7439572049
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Neisseria.s__Neisseria_sicca	2.2625650803
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	1.5496405029
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.3227513228
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Fusobacterium.s__Fusobacterium_periodonticum	1.1445212800
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Neisseria.s__Neisseria_cinerea	0.5541859458
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Veillonella.s__Veillonella_dispar	0.5030210004
PWY-5659: GDP-mannose biosynthesis	41.5467519677
PWY-5659: GDP-mannose biosynthesis|unclassified	13.8283436257
PWY-5659: GDP-mannose biosynthesis|g__Pseudomonas.s__Pseudomonas_psychrotolerans	1.5289032083
PWY-5659: GDP-mannose biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.0711422639
PWY-1269: CMP-KDO biosynthesis I	40.4611593533
PWY-1269: CMP-KDO biosynthesis I|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	13.4158926729
PWY-1269: CMP-KDO biosynthesis I|unclassified	8.4712113792
PWY-1269: CMP-KDO biosynthesis I|g__Neisseria.s__Neisseria_sicca	6.1538461538
PWY-1269: CMP-KDO biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	5.6639607126
PWY-1269: CMP-KDO biosynthesis I|g__Pseudomonas.s__Pseudomonas_fragi	1.8466245942
PWY-1269: CMP-KDO biosynthesis I|g__Pseudomonas.s__Pseudomonas_psychrotolerans	1.5533227797
PWY-1269: CMP-KDO biosynthesis I|g__Lautropia.s__Lautropia_mirabilis	1.5117488171
PWY-1269: CMP-KDO biosynthesis I|g__Haemophilus.s__Haemophilus_influenzae	1.4738466133
PWY-1269: CMP-KDO biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.9135692593
PWY-3781: aerobic respiration (cytochrome c)	40.1869407420
PWY-3781: aerobic respiration (cytochrome c)|unclassified	23.3449024130
PWY-3781: aerobic respiration (cytochrome c)|g__Neisseria.s__Neisseria_sicca	4.8178040926
PWY-7279: aerobic respiration (cytochrome c) (yeast)	40.0656597195
PWY-7279: aerobic respiration (cytochrome c) (yeast)|unclassified	23.2301500620
PWY-7279: aerobic respiration (cytochrome c) (yeast)|g__Neisseria.s__Neisseria_sicca	4.8178040926
FUCCAT-PWY: fucose degradation	39.6820965250
FUCCAT-PWY: fucose degradation|g__Abiotrophia.s__Abiotrophia_defectiva	7.4658522101
FUCCAT-PWY: fucose degradation|unclassified	5.0726876023
FUCCAT-PWY: fucose degradation|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	4.5845272206
PWY-5838: superpathway of menaquinol-8 biosynthesis I	38.9917060373
PWY-5667: CDP-diacylglycerol biosynthesis I	38.9174990744
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	11.2920472586
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	7.5453429344
PWY0-1319: CDP-diacylglycerol biosynthesis II	38.9174990744
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	11.2920472586
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	7.5453429344
PWY-6124: inosine-5'-phosphate biosynthesis II	38.2749281306
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	20.8612649159
PWY66-388: fatty acid &alpha;-oxidation III	38.0052253331
PWY66-388: fatty acid &alpha;-oxidation III|g__Micrococcus.s__Micrococcus_luteus	13.6479254526
PWY66-388: fatty acid &alpha;-oxidation III|unclassified	5.1203343174
PWY66-388: fatty acid &alpha;-oxidation III|g__Kocuria.s__Kocuria_rhizophila	3.4748533683
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	37.7039099805
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|unclassified	16.2400113362
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	6.2695924765
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|g__Enterobacter.s__Enterobacter_cloacae	1.5506680301
PWY-6527: stachyose degradation	36.9317869559
PWY-6527: stachyose degradation|unclassified	10.0194218651
PWY-7432: phenylalanine biosynthesis (cytosolic, plants)	36.0659256922
PWY-7432: phenylalanine biosynthesis (cytosolic, plants)|unclassified	13.1465166792
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	35.9429032880
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	7.2959804407
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Haemophilus.s__Haemophilus_parainfluenzae	5.5695168947
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	35.9429032880
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	7.2959804407
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Haemophilus.s__Haemophilus_parainfluenzae	5.5695168947
PWY66-387: fatty acid &alpha;-oxidation II	35.7841417871
PWY66-387: fatty acid &alpha;-oxidation II|unclassified	5.4693204629
PWY-6628: superpathway of phenylalanine biosynthesis	35.6903730729
PWY-6628: superpathway of phenylalanine biosynthesis|unclassified	16.0590849897
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	34.8521770422
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	34.7816175178
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|unclassified	14.9352228987
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|g__Enterobacter.s__Enterobacter_cloacae	1.4474223389
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	34.7816175178
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|unclassified	15.4007102865
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|g__Enterobacter.s__Enterobacter_cloacae	1.4474223389
PWY-5100: pyruvate fermentation to acetate and lactate II	34.6886946212
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	22.1986131097
PWY-5845: superpathway of menaquinol-9 biosynthesis	34.3766683345
PWY-7046: 4-coumarate degradation (anaerobic)	33.2905624381
PWY-7046: 4-coumarate degradation (anaerobic)|unclassified	10.8867143246
PWY-7046: 4-coumarate degradation (anaerobic)|g__Enterobacter.s__Enterobacter_cloacae	3.7345317631
PWY-7046: 4-coumarate degradation (anaerobic)|g__Granulicatella.s__Granulicatella_elegans	2.9535864979
PWY-7046: 4-coumarate degradation (anaerobic)|g__Lactococcus.s__Lactococcus_lactis	2.0251113811
PWY-7046: 4-coumarate degradation (anaerobic)|g__Lactobacillus.s__Lactobacillus_curvatus	1.6920473773
PWY-7046: 4-coumarate degradation (anaerobic)|g__Escherichia.s__Escherichia_coli	1.2077294686
PWY-7386: superpathway of lipoate biosynthesis and incorporation (PDH, KGDH, GCV, yeast)	32.2524892147
PWY-7386: superpathway of lipoate biosynthesis and incorporation (PDH, KGDH, GCV, yeast)|unclassified	5.9180737126
GLUTORN-PWY: ornithine biosynthesis	32.2015071799
GLUTORN-PWY: ornithine biosynthesis|unclassified	6.2049365348
PWY-5690: TCA cycle II (plants and fungi)	30.6377690560
PWY-5690: TCA cycle II (plants and fungi)|unclassified	19.7734983230
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	30.5721897533
PWY-6945: cholesterol degradation to androstenedione I (cholesterol oxidase)	30.4098604839
PWY-6945: cholesterol degradation to androstenedione I (cholesterol oxidase)|unclassified	15.3335295107
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	29.5910921623
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified	16.6921145173
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	29.4045084459
PWY-5265: peptidoglycan biosynthesis II (staphylococci)|unclassified	0.3679447132
PWY-5097: lysine biosynthesis VI	29.2673956270
PWY-5097: lysine biosynthesis VI|unclassified	14.8332902471
PWY-5747: 2-methylcitrate cycle II	28.6487079413
PWY-5747: 2-methylcitrate cycle II|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	8.3343211839
PWY-5747: 2-methylcitrate cycle II|g__Neisseria.s__Neisseria_sicca	2.9689383254
PWY-5747: 2-methylcitrate cycle II|g__Neisseria.s__Neisseria_meningitidis	2.3374271701
PWY-5747: 2-methylcitrate cycle II|g__Neisseria.s__Neisseria_macacae	1.2157177908
PWY-5747: 2-methylcitrate cycle II|g__Acinetobacter.s__Acinetobacter_ursingii	0.3800836184
PWY-6946: cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	27.6949137133
PWY-6946: cholesterol degradation to androstenedione II (cholesterol dehydrogenase)|unclassified	15.4787597506
PWY-7478: oryzalexin D and E biosynthesis	26.7381271420
PWY-7478: oryzalexin D and E biosynthesis|unclassified	18.2437298398
PWY-7478: oryzalexin D and E biosynthesis|g__Pseudomonas.s__Pseudomonas_psychrotolerans	4.6296296296
PWY-7478: oryzalexin D and E biosynthesis|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	3.0165912519
PWY-7478: oryzalexin D and E biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.8481764207
GLYCOLATEMET-PWY: glycolate and glyoxylate degradation I	26.3353352308
GLYCOLATEMET-PWY: glycolate and glyoxylate degradation I|unclassified	17.4840888751
GLYCOLATEMET-PWY: glycolate and glyoxylate degradation I|g__Pseudomonas.s__Pseudomonas_fragi	0.9259259259
PWY0-1479: tRNA processing	25.9528764885
PWY0-1479: tRNA processing|unclassified	6.8613947805
PWY-4221: pantothenate and coenzyme A biosynthesis II	25.9052471716
PWY-4221: pantothenate and coenzyme A biosynthesis II|unclassified	10.8598965315
PWY-7208: superpathway of pyrimidine nucleobases salvage	25.7279913669
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	15.7062647144
PWY-6353: purine nucleotides degradation II (aerobic)	25.3772496044
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	8.9237810550
PWY-6318: phenylalanine degradation IV (mammalian, via side chain)	24.8695802754
PWY-6318: phenylalanine degradation IV (mammalian, via side chain)|unclassified	13.1778268067
PWY-6318: phenylalanine degradation IV (mammalian, via side chain)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	3.1885885028
PWY-6318: phenylalanine degradation IV (mammalian, via side chain)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	1.5328064180
PWY-6318: phenylalanine degradation IV (mammalian, via side chain)|g__Acinetobacter.s__Acinetobacter_radioresistens	1.2755102041
FAO-PWY: fatty acid &beta;-oxidation I	24.7764624898
FAO-PWY: fatty acid &beta;-oxidation I|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	9.2655993873
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	5.8371101563
FAO-PWY: fatty acid &beta;-oxidation I|g__Acinetobacter.s__Acinetobacter_ursingii	2.7318064374
FAO-PWY: fatty acid &beta;-oxidation I|g__Enterobacter.s__Enterobacter_cloacae	1.6645903736
FAO-PWY: fatty acid &beta;-oxidation I|g__Acinetobacter.s__Acinetobacter_radioresistens	0.5479452055
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	24.4172921227
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|unclassified	12.0714301694
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	24.1105273584
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Haemophilus.s__Haemophilus_parainfluenzae	9.6022000617
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified	4.9762128689
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	2.0344964174
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Haemophilus.s__Haemophilus_haemolyticus	0.8064107613
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	22.6980487789
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified	9.1878461850
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	22.3722866462
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	7.4177097821
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified	4.6437659167
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Acinetobacter.s__Acinetobacter_ursingii	2.3212627669
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Enterobacter.s__Enterobacter_cloacae	1.4632152367
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Acinetobacter.s__Acinetobacter_radioresistens	0.4694835681
ASPASN-PWY: superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine	20.2879826676
ASPASN-PWY: superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine|unclassified	7.7313301862
ASPASN-PWY: superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine|g__Haemophilus.s__Haemophilus_parainfluenzae	3.9963027875
ASPASN-PWY: superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine|g__Haemophilus.s__Haemophilus_influenzae	1.7163740382
KETOGLUCONMET-PWY: ketogluconate metabolism	20.0896546066
KETOGLUCONMET-PWY: ketogluconate metabolism|g__Kocuria.s__Kocuria_rhizophila	6.0168471721
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	4.3584174378
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	19.7280201657
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Haemophilus.s__Haemophilus_haemolyticus	2.0940906281
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	0.8038437053
PWY-6113: superpathway of mycolate biosynthesis	19.6920298444
PWY-6113: superpathway of mycolate biosynthesis|unclassified	8.3768565601
PWY-6842: glutathione-mediated detoxification II	19.2842634830
PWY-6842: glutathione-mediated detoxification II|unclassified	8.5730617092
PWY-7094: fatty acid salvage	19.2602129747
PWY-7094: fatty acid salvage|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	7.2335569301
PWY-7094: fatty acid salvage|g__Pseudomonas.s__Pseudomonas_fragi	1.9279533525
PWY-7094: fatty acid salvage|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.8912655971
PWY-6749: CMP-legionaminate biosynthesis I	18.6712223449
PWY-6749: CMP-legionaminate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	6.4927026584
PWY-6749: CMP-legionaminate biosynthesis I|unclassified	3.7430488163
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	18.4171445848
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle|unclassified	12.8291195635
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	18.0217204005
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	6.5453621464
LYSDEGII-PWY: lysine degradation III	17.9814982395
LYSDEGII-PWY: lysine degradation III|unclassified	10.1195955595
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	17.6727756383
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	12.3619598134
PWY-5918: superpathay of heme biosynthesis from glutamate	16.8446953466
PWY-5918: superpathay of heme biosynthesis from glutamate|unclassified	9.8261961370
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	16.5863745612
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified	5.8170969589
PWY-7237: myo-, chiro- and scillo-inositol degradation	16.4493502853
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	2.0891715066
PWY-6305: putrescine biosynthesis IV	16.1136707072
PWY-6305: putrescine biosynthesis IV|unclassified	9.5903974908
PWY-6305: putrescine biosynthesis IV|g__Enterobacter.s__Enterobacter_cloacae	2.7605244997
PWY-6305: putrescine biosynthesis IV|g__Pseudomonas.s__Pseudomonas_psychrotolerans	2.0964360587
PWY66-367: ketogenesis	16.0340868691
PWY66-367: ketogenesis|unclassified	7.1623726920
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	16.0121575205
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)|g__Haemophilus.s__Haemophilus_parainfluenzae	3.8408738168
PWY-6823: molybdenum cofactor biosynthesis	15.2295969605
PWY-6823: molybdenum cofactor biosynthesis|unclassified	6.8174597559
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	15.0072109340
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	5.8029683294
PWY-1622: formaldehyde assimilation I (serine pathway)	14.6656316012
PWY-1622: formaldehyde assimilation I (serine pathway)|unclassified	6.4736616771
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	14.5105255611
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified	10.2445511899
PWY-282: cuticular wax biosynthesis	14.0530962005
PWY-282: cuticular wax biosynthesis|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	7.5147611379
PWY-282: cuticular wax biosynthesis|unclassified	2.8414140747
PWY-282: cuticular wax biosynthesis|g__Acinetobacter.s__Acinetobacter_ursingii	0.9402914904
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	13.6920430601
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	7.0933411075
PWY66-400: glycolysis VI (metazoan)	13.6206354600
PWY66-400: glycolysis VI (metazoan)|unclassified	11.4662883847
P101-PWY: ectoine biosynthesis	13.5922218699
P101-PWY: ectoine biosynthesis|unclassified	11.8330342986
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	13.5902022123
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	7.3920675926
PWY-5451: acetone degradation I (to methylglyoxal)	13.2326941243
PWY-5451: acetone degradation I (to methylglyoxal)|unclassified	1.8973045271
PWY-6608: guanosine nucleotides degradation III	13.0802150960
PWY-6608: guanosine nucleotides degradation III|unclassified	7.0351771163
P562-PWY: myo-inositol degradation I	12.6885801411
P562-PWY: myo-inositol degradation I|unclassified	6.3155309680
P562-PWY: myo-inositol degradation I|g__Actinomyces.s__Actinomyces_johnsonii	0.8286720530
LYXMET-PWY: L-lyxose degradation	12.4209171147
LYXMET-PWY: L-lyxose degradation|unclassified	5.4863221700
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	12.1141051132
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)|unclassified	7.1887304239
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)|g__Enterobacter.s__Enterobacter_cloacae	1.8407751000
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	12.0977613154
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	7.9213637814
PWY-5920: superpathway of heme biosynthesis from glycine	12.0571999702
PWY-5920: superpathway of heme biosynthesis from glycine|unclassified	7.9849953509
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	12.0257624585
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|unclassified	8.3688803985
GLUDEG-I-PWY: GABA shunt	12.0238893826
GLUDEG-I-PWY: GABA shunt|unclassified	6.1267987626
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	11.9394488457
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	9.2749204775
ILEUDEG-PWY: isoleucine degradation I	11.9119734271
ILEUDEG-PWY: isoleucine degradation I|unclassified	5.0489925152
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	11.4471494444
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|unclassified	7.6022964854
PWY-6338: superpathway of vanillin and vanillate degradation	11.3594471194
PWY-6338: superpathway of vanillin and vanillate degradation|unclassified	6.8219735441
PWY-7097: vanillin and vanillate degradation I	11.3594471194
PWY-7097: vanillin and vanillate degradation I|unclassified	6.8219735441
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)	11.2575016006
PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)|unclassified	9.1526057455
PPGPPMET-PWY: ppGpp biosynthesis	11.2391458893
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	3.9784633116
HEMESYN2-PWY: heme biosynthesis from uroporphyrinogen-III II (anaerobic)	11.0428383922
HEMESYN2-PWY: heme biosynthesis from uroporphyrinogen-III II (anaerobic)|unclassified	5.2051295940
PWY-7233: ubiquinol-6 bypass biosynthesis (eukaryotic)	11.0099136702
PWY-7233: ubiquinol-6 bypass biosynthesis (eukaryotic)|unclassified	9.9998423696
PWY-5896: superpathway of menaquinol-10 biosynthesis	10.5607292725
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	10.4954179282
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)|unclassified	7.4746793354
PWY-181: photorespiration	10.0140968845
PWY-181: photorespiration|unclassified	6.2673263801
PWY-181: photorespiration|g__Enterobacter.s__Enterobacter_cloacae	1.0659719104
PWY-181: photorespiration|g__Neisseria.s__Neisseria_meningitidis	0.7498866650
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	9.9254029302
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage|unclassified	4.1641055723
RUMP-PWY: formaldehyde oxidation I	9.7495431043
RUMP-PWY: formaldehyde oxidation I|unclassified	4.4541697194
PWY-5505: glutamate and glutamine biosynthesis	9.6156062167
PWY-5505: glutamate and glutamine biosynthesis|unclassified	6.2179467879
COLANSYN-PWY: colanic acid building blocks biosynthesis	9.5163595293
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	2.6867837098
PWY-4321: glutamate degradation IV	9.4127431375
PWY-4321: glutamate degradation IV|unclassified	5.5213306528
P162-PWY: glutamate degradation V (via hydroxyglutarate)	9.0057942618
P162-PWY: glutamate degradation V (via hydroxyglutarate)|unclassified	5.6885705750
PWY-5417: catechol degradation III (ortho-cleavage pathway)	8.8500482692
PWY-5417: catechol degradation III (ortho-cleavage pathway)|unclassified	7.0151209865
PYRIDNUCSAL-PWY: NAD salvage pathway I	8.7929423267
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified	1.8700556429
PWY-6588: pyruvate fermentation to acetone	8.6806053604
PWY-6588: pyruvate fermentation to acetone|unclassified	1.6901189306
P184-PWY: protocatechuate degradation I (meta-cleavage pathway)	8.5376191998
P184-PWY: protocatechuate degradation I (meta-cleavage pathway)|unclassified	5.1635972287
P184-PWY: protocatechuate degradation I (meta-cleavage pathway)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	1.1695906433
PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)	8.5125182554
PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)|unclassified	7.3012696855
PWY-5872: ubiquinol-10 biosynthesis (eukaryotic)	8.4523930571
PWY-5872: ubiquinol-10 biosynthesis (eukaryotic)|unclassified	7.2615467167
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	8.4523930571
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)|unclassified	7.2615467167
P221-PWY: octane oxidation	8.4147576544
P221-PWY: octane oxidation|unclassified	7.4721914228
P23-PWY: reductive TCA cycle I	8.3967078751
P23-PWY: reductive TCA cycle I|unclassified	6.7649451759
PWY-6612: superpathway of tetrahydrofolate biosynthesis	8.3118916632
PWY-6612: superpathway of tetrahydrofolate biosynthesis|unclassified	3.5514100282
HEME-BIOSYNTHESIS-II: heme biosynthesis from uroporphyrinogen-III I (aerobic)	8.2088771034
HEME-BIOSYNTHESIS-II: heme biosynthesis from uroporphyrinogen-III I (aerobic)|unclassified	7.0606340399
PWY-6339: syringate degradation	8.1262972048
PWY-6339: syringate degradation|unclassified	7.1337725358
PWY-5870: ubiquinol-8 biosynthesis (eukaryotic)	7.9401663101
PWY-5870: ubiquinol-8 biosynthesis (eukaryotic)|unclassified	6.9838164490
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	7.6610958151
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	6.7011878139
PWY-7098: vanillin and vanillate degradation II	7.5738115828
PWY-7098: vanillin and vanillate degradation II|unclassified	4.2781191630
PWY-7118: chitin degradation to ethanol	7.4150891977
PWY-7118: chitin degradation to ethanol|unclassified	5.6635647688
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	7.2942087629
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	6.2891508975
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	7.1682041336
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III|unclassified	4.6891171934
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	7.1051842587
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified	4.7324549089
PWY-7007: methyl ketone biosynthesis	6.9333447876
PWY-7007: methyl ketone biosynthesis|unclassified	4.7117536879
PWY-7174: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II	6.5835451879
PWY-7174: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II|g__Enterobacter.s__Enterobacter_cloacae	2.4596568440
PWY-7174: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II|unclassified	1.1708172997
PWY-6981: chitin biosynthesis	6.5217816075
PWY-6981: chitin biosynthesis|unclassified	2.3297830123
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	6.5065068710
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate|unclassified	0.5960503520
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	6.5017512616
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|unclassified	5.7813123447
METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation	6.3433978369
METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation|unclassified	5.4612503554
PWY-3801: sucrose degradation II (sucrose synthase)	6.2414380078
PWY-3801: sucrose degradation II (sucrose synthase)|unclassified	5.1744698285
PWY-6507: 5-dehydro-4-deoxy-D-glucuronate degradation	6.1667541649
